,0,1,2,3,4,E,std
published_weekday_0,-0.16287892856848105,-0.10830428405831091,-0.12769122009364575,-0.2245904083495669,-0.15020184457462835,-0.1547333371289266,0.03963288671540162
published_weekday_1,-0.1540265236611281,-0.1535056858014052,-0.17267683261187453,-0.21235221446176272,-0.2635969007074515,-0.1912316314487244,0.04203464952166445
published_weekday_2,-0.2216290227412631,-0.14968593147131387,-0.2192396981334892,-0.008230594715634892,-0.19182342987770515,-0.15812173538788127,0.07930056994548006
published_weekday_3,0.36181072375769263,0.11548056406846208,0.20328835090496655,0.3629968006382153,0.17824141423521364,0.24436357072091003,0.10053638113845116
published_weekday_4,0.11148640354872243,0.16587248996204135,0.18435600712486988,0.10919574839598764,0.14742709529621376,0.143667548865567,0.029619842590734597
published_weekday_5,0.18681802646867016,0.1800997611811015,0.3064619360807641,0.16172754350995164,0.2978930353497054,0.22660006051803858,0.06231201964828186
published_weekday_6,-0.14693334164262126,-0.061795463961992994,-0.1933527949054849,-0.22329863661726734,-0.0346193675478483,-0.13199992093504295,0.07312219312980595
base_weekday_0,-0.15673904467628558,-0.16175340559609738,-0.14653050032841244,-0.19189020627418746,-0.27122450304595064,-0.1856275319841867,0.04538536997367528
base_weekday_1,0.26351400136071507,0.1714261385361873,0.20633207186748145,0.31584539481921076,0.050588131681666676,0.20154114765305228,0.09013631374389379
base_weekday_2,-0.13449144713617778,-0.043528561076673536,-0.14122480395098191,0.09887960525371392,-0.01874993068122421,-0.0478230275182687,0.08788703734203111
base_weekday_3,0.37734942282682893,0.23971264201376025,0.3278317434672235,0.3004296213027115,0.34906159901735,0.31887700572557487,0.04694171500023404
base_weekday_4,-0.11621472084617558,-0.05344047530032102,0.014029928614060095,-0.16742996746954092,0.0269091696577355,-0.05922921306884839,0.07453185044440999
base_weekday_5,0.02746910235973999,0.0323118074454445,0.05175760242970769,-0.12351287227248305,0.035503571337266934,0.004705842259935214,0.06462609740953756
base_weekday_6,-0.25746444382975436,-0.18239971661660176,-0.31251867301955055,-0.22111503947796196,-0.1771999815846003,-0.23013957090569379,0.05039067595879459
